"","Partner","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","Contract","MonthlyCharges","TotalCharges","Churn"
"3360","No",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.95,416.4,"No"
"3361","No",13,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",83.2,1060.6,"Yes"
"3362","No",64,"Yes","Yes","DSL","No","Yes","Yes","Yes","Month-to-month",74.65,4869.35,"No"
"3363","No",1,"Yes","No","DSL","Yes","Yes","No","No","Month-to-month",54.9,54.9,"Yes"
"3364","Yes",57,"No","No phone service","DSL","No","Yes","Yes","Yes","Two year",57.5,3265.95,"No"
"3365","Yes",21,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Month-to-month",103.9,2254.2,"Yes"
"3366","No",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.65,358.15,"No"
"3367","Yes",31,"Yes","No","Fiber optic","No","No","Yes","No","One year",93.8,2939.8,"No"
"3368","No",52,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",89.25,4652.4,"No"
"3369","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","No","One year",94.15,4408.45,"No"
"3370","No",11,"Yes","Yes","DSL","Yes","No","No","No","Month-to-month",55.6,580.8,"No"
"3371","Yes",53,"No","No phone service","DSL","Yes","Yes","Yes","No","Month-to-month",48.7,2495.2,"No"
"3372","Yes",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.25,180.3,"Yes"
"3373","No",57,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Month-to-month",104.9,5913.95,"No"
"3374","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",75.45,158.4,"Yes"
"3375","No",2,"Yes","No","DSL","Yes","Yes","No","No","Month-to-month",54.85,104.2,"Yes"
"3376","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.9,1389.35,"No"
"3377","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.4,19.4,"No"
"3378","Yes",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.05,1629.2,"No"
"3379","Yes",72,"Yes","No","DSL","Yes","Yes","Yes","Yes","Two year",84.45,6033.1,"No"
"3380","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.3,44.4,"No"
"3381","Yes",1,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",95.1,95.1,"Yes"
"3382","No",41,"Yes","No","DSL","Yes","No","Yes","Yes","One year",79.85,3320.75,"No"
"3383","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.55,1867.7,"No"
"3384","Yes",6,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",75.5,438,"Yes"
"3385","Yes",4,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",73.75,325.45,"Yes"
"3386","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",96.05,1148.1,"Yes"
"3387","Yes",58,"Yes","Yes","DSL","Yes","No","No","Yes","One year",68.4,3972.25,"No"
"3388","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.65,155.9,"No"
"3389","Yes",65,"Yes","No","DSL","Yes","No","Yes","No","Month-to-month",55.15,3673.15,"No"
"3390","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70.6,70.6,"No"
"3391","Yes",56,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.95,1126.75,"No"
"3392","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19,73.45,"No"
"3393","Yes",58,"Yes","No","DSL","No","No","No","No","One year",44.1,2413.05,"No"
"3394","Yes",62,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Two year",107.6,6912.7,"No"
"3395","No",26,"Yes","Yes","DSL","Yes","Yes","No","No","One year",61.55,1581.95,"No"
"3396","No",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Month-to-month",90.7,5586.45,"No"
"3397","Yes",58,"Yes","No","Fiber optic","Yes","Yes","No","No","One year",99.25,5846.65,"No"
"3398","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",91.7,6424.7,"No"
"3399","Yes",61,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","One year",100.7,6018.65,"No"
"3400","No",42,"Yes","Yes","DSL","No","No","Yes","Yes","Two year",78.45,3373.4,"No"
"3401","No",18,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",84.3,1537.9,"No"
"3402","No",56,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.55,1080.55,"No"
"3403","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",88.95,355.2,"Yes"
"3404","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.45,82.85,"No"
"3405","No",35,"Yes","No","DSL","Yes","Yes","No","No","One year",55.6,2016.45,"No"
"3406","Yes",64,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Month-to-month",86.8,5327.25,"No"
"3407","No",31,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.95,683.25,"No"
"3408","Yes",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.05,1263.05,"No"
"3409","No",4,"Yes","No","DSL","No","Yes","No","No","Month-to-month",50.7,151.3,"Yes"
"3410","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",113.65,7714.65,"No"
"3411","No",3,"Yes","No","DSL","No","No","No","No","Month-to-month",53.4,188.7,"Yes"
"3412","Yes",53,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",101.9,5549.4,"Yes"
"3413","Yes",2,"Yes","No","DSL","Yes","Yes","No","Yes","Two year",59.5,130.5,"No"
"3414","Yes",29,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",87.8,2621.75,"No"
"3415","No",47,"No","No phone service","DSL","Yes","No","Yes","Yes","Two year",41.9,1875.25,"No"
"3416","Yes",68,"Yes","Yes","Fiber optic","No","No","No","No","One year",83,5685.8,"Yes"
"3417","No",12,"Yes","No","DSL","Yes","No","No","No","Month-to-month",69.85,837.5,"No"
"3418","Yes",8,"Yes","No","DSL","No","Yes","No","Yes","Month-to-month",56.3,401.5,"No"
"3419","Yes",54,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Month-to-month",109.55,6118.95,"No"
"3420","Yes",69,"Yes","No","Fiber optic","No","Yes","No","Yes","Two year",92.15,6480.9,"No"
"3421","No",26,"Yes","Yes","DSL","Yes","Yes","No","No","Month-to-month",69.5,1800.05,"No"
"3422","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",97,7104.2,"No"
"3423","No",70,"No","No phone service","DSL","Yes","No","Yes","Yes","Two year",58.35,4214.25,"No"
"3424","No",1,"Yes","No","DSL","Yes","No","No","No","Month-to-month",50.6,50.6,"Yes"
"3425","No",10,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",89.5,863.1,"Yes"
"3426","Yes",28,"Yes","No","Fiber optic","No","No","No","No","One year",70.4,1992.2,"No"
"3427","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.8,69.8,"Yes"
"3428","Yes",21,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",94.3,1948.35,"No"
"3429","Yes",51,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Month-to-month",93.8,4750.95,"Yes"
"3430","Yes",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.55,1007.9,"No"
"3431","No",53,"Yes","No","Fiber optic","Yes","Yes","Yes","No","One year",95.95,5036.9,"No"
"3432","Yes",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",101.05,2391.8,"Yes"
"3433","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",94.8,6859.05,"No"
"3434","No",61,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","One year",107.75,6521.9,"No"
"3435","No",11,"Yes","No","DSL","Yes","No","No","Yes","One year",54.6,617.85,"No"
"3436","No",2,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",71.3,157.75,"No"
"3437","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.5,516.3,"No"
"3438","No",41,"Yes","Yes","DSL","No","Yes","No","No","One year",56.3,2364,"No"
"3439","Yes",18,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",94.7,1687.95,"Yes"
"3440","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Two year",104.15,7689.95,"Yes"
"3441","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",90.55,6239.05,"No"
"3442","Yes",34,"Yes","No","DSL","Yes","Yes","Yes","No","One year",60.8,2042.05,"No"
"3443","No",29,"Yes","No","Fiber optic","No","No","Yes","Yes","Month-to-month",98.8,2807.1,"No"
"3444","Yes",40,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","One year",98.15,4116.8,"No"
"3445","Yes",36,"No","No phone service","DSL","Yes","No","Yes","No","One year",35.35,1317.95,"No"
"3446","Yes",46,"Yes","Yes","Fiber optic","No","Yes","No","Yes","One year",103.15,4594.65,"No"
"3447","No",58,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","One year",107.75,6332.75,"No"
"3448","No",39,"Yes","Yes","Fiber optic","No","Yes","No","No","One year",81.4,3213.75,"No"
"3449","Yes",4,"Yes","No","DSL","No","No","No","Yes","Month-to-month",61.45,229.55,"Yes"
"3450","Yes",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","One year",95.7,4976.15,"No"
"3451","Yes",70,"Yes","Yes","Fiber optic","No","Yes","Yes","No","One year",104.8,7308.95,"No"
"3452","Yes",65,"Yes","No","Fiber optic","No","No","No","No","One year",70.95,4555.2,"No"
"3453","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",44.95,44.95,"No"
"3454","Yes",70,"Yes","Yes","Fiber optic","No","No","Yes","No","One year",97.65,6982.5,"No"
"3455","Yes",29,"No","No phone service","DSL","No","Yes","Yes","No","Month-to-month",35.65,1025.15,"No"
"3456","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",90.55,90.55,"Yes"
"3457","No",67,"Yes","Yes","DSL","Yes","No","Yes","Yes","Two year",85.25,5714.2,"No"
"3458","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.5,19.5,"No"
"3459","No",26,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",88.8,2274.35,"Yes"
"3460","Yes",30,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.1,789.55,"No"
"3461","Yes",48,"Yes","No","Fiber optic","No","No","Yes","Yes","Month-to-month",100.05,4834,"No"
"3462","Yes",55,"Yes","No","DSL","Yes","Yes","No","No","Month-to-month",55.7,3131.8,"No"
"3463","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",85.2,602.55,"Yes"
"3464","No",37,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",91.15,3369.25,"No"
"3465","Yes",31,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",83.85,2674.15,"No"
"3466","No",4,"Yes","No","DSL","No","No","No","No","Month-to-month",45.9,199.75,"No"
"3467","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.1,1790.8,"No"
"3468","No",5,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",91.4,449.75,"Yes"
"3469","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.7,19.7,"No"
"3470","No",15,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",91.5,1400.3,"No"
"3471","Yes",8,"Yes","No","DSL","Yes","No","No","No","Month-to-month",51.3,411.6,"No"
"3472","No",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",21.1,741,"No"
"3473","No",56,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",104.75,5841.35,"No"
"3474","Yes",42,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Month-to-month",106.15,4512.7,"Yes"
"3475","Yes",65,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",85.75,5688.45,"No"
"3476","Yes",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.3,31.9,"No"
"3477","Yes",65,"Yes","Yes","Fiber optic","Yes","No","No","No","One year",100.75,6674.65,"No"
"3478","No",18,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.15,1345.75,"No"
"3479","No",23,"Yes","Yes","DSL","Yes","No","Yes","No","One year",78.55,1843.05,"No"
"3480","No",4,"Yes","No","DSL","No","No","No","No","Month-to-month",45.3,196.95,"Yes"
"3481","Yes",70,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.85,1433.8,"No"
"3482","No",4,"Yes","Yes","DSL","No","No","No","No","Month-to-month",50.7,214.55,"No"
"3483","No",19,"Yes","No","DSL","No","No","No","No","Month-to-month",45,865.85,"No"
"3484","No",18,"Yes","No","Fiber optic","No","Yes","Yes","No","Month-to-month",77.8,1358.6,"No"
"3485","Yes",38,"Yes","No","Fiber optic","Yes","No","No","No","Month-to-month",83.45,3147.15,"No"
"3486","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",73.25,131.05,"Yes"
"3487","No",47,"Yes","Yes","Fiber optic","Yes","Yes","No","No","One year",94.8,4535.85,"No"
"3488","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.1,1078.75,"No"
"3489","No",9,"Yes","Yes","DSL","No","No","No","No","Month-to-month",59.9,542.4,"No"
"3490","Yes",26,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","One year",90.1,2312.55,"No"
"3491","Yes",8,"Yes","No","DSL","No","No","Yes","No","Month-to-month",51.05,415.05,"Yes"
"3492","Yes",44,"Yes","No","DSL","No","Yes","Yes","Yes","One year",70.95,3250.45,"No"
"3493","No",3,"No","No phone service","DSL","No","Yes","No","No","Month-to-month",29.2,98.5,"No"
"3494","No",2,"Yes","No","DSL","No","No","No","No","Month-to-month",46.6,87.9,"No"
"3495","Yes",9,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",85.35,754.65,"Yes"
"3496","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",75.35,75.35,"Yes"
"3497","No",25,"Yes","No","Fiber optic","Yes","No","No","No","Month-to-month",74.3,1952.25,"No"
"3498","Yes",2,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.3,153.8,"No"
"3499","No",43,"Yes","No","Fiber optic","Yes","No","No","No","Month-to-month",75.2,3198.6,"Yes"
"3500","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.9,20.9,"Yes"
"3501","Yes",58,"Yes","Yes","Fiber optic","No","Yes","Yes","No","One year",94.3,5610.15,"No"
"3502","Yes",59,"Yes","Yes","DSL","Yes","No","Yes","Yes","Two year",76.45,4519.5,"No"
"3503","No",44,"No","No phone service","DSL","Yes","No","Yes","No","One year",54,2440.25,"No"
"3504","No",66,"Yes","Yes","Fiber optic","No","Yes","No","Yes","One year",104.25,6860.6,"No"
"3505","Yes",68,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.95,1377.7,"No"
"3506","No",9,"No","No phone service","DSL","No","No","No","No","Month-to-month",24.95,190.25,"No"
"3507","No",19,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Month-to-month",84.75,1651.95,"No"
"3508","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.75,78.3,"No"
"3509","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",113.65,7939.25,"No"
"3510","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",44.9,44.9,"No"
"3511","No",8,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",75.25,576.7,"No"
"3512","No",53,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.6,1279,"No"
"3513","No",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","One year",25,1260.7,"No"
"3514","Yes",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.95,267.35,"No"
"3515","Yes",60,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Two year",110.6,6586.85,"No"
"3516","No",17,"Yes","No","DSL","Yes","Yes","No","No","Month-to-month",55.5,934.15,"No"
"3517","No",3,"Yes","No","DSL","No","No","No","No","Month-to-month",43.3,123.65,"Yes"
"3518","Yes",70,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","One year",109.5,7534.65,"Yes"
"3519","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.45,19.45,"No"
"3520","No",43,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",84.85,3645.6,"No"
